,uni,offer type,postgrad,gpa,gamsat,combo score
1107,University of Queensland,BMP,,6.67,74.0,1.692857143
1108,University of Queensland,BMP,,5.6,74.0,1.54
1109,University of Queensland,BMP,,6.79,73.0,1.7
1110,University of Queensland,BMP,,6.5,74.0,1.668571429
1111,University of Queensland,CSP,,5.09,75.0,1.477142857
1112,University of Queensland,CSP,,6.5,75.0,1.678571429
1113,University of Queensland,CSP,Honours,7.0,77.0,1.77
1114,University of Queensland,CSP,,7.0,74.0,1.74
1115,University of Queensland,CSP,,6.57,76.0,1.698571429
1116,University of Queensland,CSP,,6.87,77.0,1.751428571
1117,University of Queensland,CSP,,6.72,76.0,1.72
1118,University of Queensland,CSP,Masters (coursework),7.0,75.0,1.75
1119,University of Queensland,CSP,,6.8,76.0,1.731428571
1120,University of Queensland,CSP,Honours,6.0,75.0,1.607142857
1121,University of Queensland,CSP,,6.6,76.0,1.702857143
1122,University of Queensland,CSP,,5.26,76.0,1.511428571
1123,University of Queensland,CSP,,5.66,70.0,1.508571429
1124,University of Queensland,CSP,,6.94,70.0,1.691428571
1125,University of Queensland,CSP,,7.0,75.0,1.75
1126,University of Queensland,CSP,,6.8,76.0,1.731428571
1127,University of Queensland,CSP,,6.17,79.0,1.671428571
1128,University of Queensland,CSP,,6.7,74.0,1.697142857
1129,University of Queensland,CSP,Honours,7.0,73.0,1.73
1130,University of Queensland,CSP,,6.99,74.0,1.738571429
1131,University of Queensland,CSP,,6.9,74.0,1.725714286
1132,University of Queensland,CSP,,6.88,74.0,1.722857143
1133,University of Queensland,CSP,,6.78,77.0,1.738571429
1152,University of Sydney,BMP,Masters (coursework),5.5,69.0,1.475714286
1153,University of Sydney,CSP,,6.32,69.0,1.592857143
1154,University of Sydney,CSP,,6.97,80.0,1.795714286
1155,University of Sydney,CSP,,5.88,73.0,1.57
1156,University of Sydney,CSP,,7.0,69.0,1.69
1157,University of Sydney,CSP,,5.75,76.0,1.581428571
1158,University of Sydney,CSP,,5.39,72.0,1.49
1159,University of Sydney,CSP,,5.52,72.0,1.508571429
1160,University of Sydney,CSP,Masters (coursework),5.16,69.0,1.427142857
1161,University of Sydney,CSP,,6.8,74.0,1.711428571
1162,University of Sydney,CSP,,6.46,71.0,1.632857143
1163,University of Sydney,CSP,,5.27,69.0,1.442857143
1164,University of Sydney,CSP,Honours,6.15,72.0,1.598571429
1165,University of Sydney,CSP,,6.64,69.0,1.638571429
1166,University of Sydney,CSP,Honours,5.68,76.0,1.571428571
1167,University of Sydney,CSP,Masters (coursework),5.98,70.0,1.554285714
1168,University of Sydney,CSP,,7.0,74.0,1.74
1169,University of Sydney,CSP,,6.56,76.0,1.697142857
1170,University of Sydney,CSP,,6.57,73.0,1.668571429
1171,University of Sydney,CSP,,5.63,69.0,1.494285714
1172,University of Sydney,CSP,Masters,5.23,69.0,1.437142857
1173,University of Sydney,CSP,Honours,6.78,70.0,1.668571429
1174,University of Sydney,CSP,Honours,6.84,83.0,1.807142857
1175,University of Sydney,CSP,Honours,6.84,87.0,1.847142857
1176,University of Sydney,CSP,,5.39,69.0,1.46
1177,University of Sydney,CSP,,6.96,69.0,1.684285714
1178,University of Sydney,CSP,Honours,5.91,70.0,1.544285714
1179,University of Sydney,CSP,,6.63,74.0,1.687142857
1180,University of Sydney,CSP,,6.73,69.0,1.651428571
1181,University of Sydney,CSP,Honours,5.65,72.0,1.527142857
1182,University of Sydney,CSP,Masters (coursework),5.4,71.0,1.481428571
1183,University of Sydney,CSP,,7.0,70.0,1.7
1184,University of Sydney,CSP,,6.5,76.0,1.688571429
1185,University of Sydney,CSP,Honours,5.0,71.0,1.424285714
1186,University of Sydney,CSP,Honours,6.2,74.0,1.625714286
1187,University of Sydney,CSP,,6.69,69.0,1.645714286
1188,University of Sydney,CSP,,6.84,73.0,1.707142857
1200,University of Western Australia,BMP,,7.0,68.0,1.68
1201,University of Western Australia,BMP,,6.95,72.0,1.712857143
1202,University of Western Australia,BMP,,6.18,80.0,1.682857143
1203,University of Western Australia,CSP,,6.9,66.0,1.645714286
1204,University of Western Australia,CSP,,6.95,67.0,1.662857143
1205,University of Western Australia,CSP,Honours,6.85,77.0,1.748571429
1208,University of Wollongong,BMP,,6.59,67.0,1.611428571
1209,University of Wollongong,BMP,,6.66,62.0,1.571428571
1210,University of Wollongong,BMP,,6.25,67.0,1.562857143
1211,University of Wollongong,CSP,,6.58,64.0,1.58
1212,University of Wollongong,CSP,Masters (coursework),6.65,67.0,1.62
1228,Australian National University,CSP,,6.48,67.0,1.595714286
1229,Australian National University,CSP,YES,6.83,65.0,1.625714286
1230,Australian National University,CSP,YES,6.88,71.0,1.692857143
1231,Australian National University,CSP,,7.0,63.0,1.63
1232,Australian National University,CSP,,6.6,71.0,1.652857143
1233,Australian National University,CSP,YES,6.77,66.0,1.627142857
1234,Australian National University,CSP,,6.84,67.0,1.647142857
1235,Australian National University,CSP,,6.9,69.0,1.675714286
1236,Australian National University,CSP,YES,6.75,70.0,1.664285714
1237,Australian National University,CSP,,6.94,64.0,1.631428571
1238,Australian National University,CSP,YES,6.75,58.0,1.544285714
1239,Australian National University,CSP,,7.0,63.0,1.63
1240,Australian National University,CSP,,6.44,73.0,1.65
1241,Australian National University,CSP,,6.75,66.0,1.624285714
1242,Australian National University,CSP,,6.33,72.0,1.624285714
1243,Australian National University,CSP,,6.44,73.0,1.65
1244,Australian National University,CSP,,6.22,72.0,1.608571429
1245,Australian National University,CSP,YES,6.56,70.0,1.637142857
1246,Australian National University,CSP,,6.84,67.0,1.647142857
1247,Australian National University,CSP,YES,6.95,70.0,1.692857143
1255,Deakin University,BMP,,6.84,70.0,1.677142857
1256,Deakin University,BMP,,6.86,65.0,1.63
1257,Deakin University,BMP,,6.82,67.0,1.644285714
1258,Deakin University,CSP,,6.43,69.0,1.608571429
1259,Deakin University,CSP,,6.89,65.0,1.634285714
1260,Deakin University,CSP,,6.76,68.0,1.645714286
1261,Deakin University,CSP,,6.81,64.0,1.612857143
1262,Deakin University,CSP,,6.38,64.0,1.551428571
1263,Deakin University,CSP,,6.92,68.0,1.668571429
1264,Deakin University,CSP,YES,6.9,67.0,1.655714286
1265,Deakin University,CSP,,7.0,68.0,1.68
1266,Deakin University,CSP,,6.9,66.0,1.645714286
1267,Deakin University,CSP,,7.0,63.0,1.63
1268,Deakin University,CSP,,6.82,73.0,1.704285714
1269,Deakin University,CSP,,6.77,71.0,1.677142857
1270,Deakin University,CSP,,6.66,64.0,1.591428571
1271,Deakin University,CSP,,6.97,68.0,1.675714286
1272,Deakin University,CSP,,6.0,71.0,1.567142857
1273,Deakin University,CSP,YES,6.57,66.0,1.598571429
1274,Deakin University,CSP,,6.67,72.0,1.672857143
1275,Deakin University,CSP,,6.49,65.0,1.577142857
1276,Deakin University,CSP,,7.0,70.0,1.7
1277,Deakin University,CSP,,7.0,65.0,1.65
1278,Deakin University,CSP,,6.61,69.0,1.634285714
1279,Deakin University,CSP,,6.88,70.0,1.682857143
1280,Deakin University,CSP,,6.98,57.0,1.567142857
1281,Deakin University,CSP,,7.0,68.0,1.68
1282,Deakin University,CSP,,7.0,68.0,1.68
1283,Deakin University,CSP,,6.55,68.0,1.615714286
1284,Deakin University,CSP,,6.46,71.0,1.632857143
1285,Deakin University,CSP,,6.83,66.0,1.635714286
1286,Deakin University,CSP,,6.85,69.0,1.668571429
1287,Deakin University,CSP,,6.58,71.0,1.65
1297,Flinders University,CSP,,6.0,78.0,1.637142857
1298,Flinders University,CSP,,5.3,69.0,1.447142857
1299,Flinders University,CSP,,6.0,77.0,1.627142857
1300,Flinders University,CSP,,6.8,67.0,1.641428571
1301,Flinders University,CSP,,6.75,73.0,1.694285714
1302,Flinders University,Other,,5.5,65.0,1.435714286
1303,Flinders University,Other,YES,6.63,81.0,1.757142857
1304,Flinders University,Other,,6.0,63.0,1.487142857
1305,Flinders University,Other,,6.17,68.0,1.561428571
1306,Flinders University,Other,YES,6.2,61.0,1.495714286
1309,Griffith University,BMP,,6.28,72.0,1.617142857
1310,Griffith University,BMP,,6.52,71.0,1.641428571
1311,Griffith University,BMP,,6.77,66.0,1.627142857
1312,Griffith University,BMP,,6.63,68.0,1.627142857
1313,Griffith University,CSP,,6.87,65.0,1.631428571
1314,Griffith University,CSP,,6.88,66.0,1.642857143
1315,Griffith University,CSP,,6.76,67.0,1.635714286
1316,Griffith University,CSP,,6.8,68.0,1.651428571
1317,Griffith University,CSP,,6.39,70.0,1.612857143
1318,Griffith University,CSP,,6.95,71.0,1.702857143
1319,Griffith University,CSP,,6.67,68.0,1.632857143
1320,Griffith University,CSP,,7.0,62.0,1.62
1321,Griffith University,CSP,,6.88,67.0,1.652857143
1322,Griffith University,CSP,,6.68,72.0,1.674285714
1323,Griffith University,CSP,,6.62,69.0,1.635714286
1324,Griffith University,CSP,,6.9,67.0,1.655714286
1325,Griffith University,CSP,,6.67,68.0,1.632857143
1326,Griffith University,CSP,,6.21,71.0,1.597142857
1327,Griffith University,CSP,,6.94,66.0,1.651428571
1328,Griffith University,CSP,,6.92,68.0,1.668571429
1329,Griffith University,CSP,,7.0,66.0,1.66
1330,Griffith University,CSP,,6.67,68.0,1.632857143
1331,Griffith University,CSP,,6.96,66.0,1.654285714
1332,Griffith University,CSP,,6.83,67.0,1.645714286
1333,Griffith University,Other,,6.86,69.0,1.67
1334,Griffith University,Other,,6.71,67.0,1.628571429
1340,Monash University,BMP,,6.9,,0.985714286
1341,Monash University,CSP,,7.0,,1.0
1342,Monash University,CSP,,6.99,,0.998571429
1343,Monash University,CSP,,6.97,,0.995714286
1344,Monash University,CSP,,6.0,,0.857142857
1345,Monash University,CSP,YES,6.88,,0.982857143
1347,Monash University,CSP,,6.67,,0.952857143
1348,Monash University,CSP,,6.88,,0.982857143
1349,Monash University,CSP,,7.0,,1.0
1352,University of Melbourne,BMP,,6.97,72.0,1.715714286
1353,University of Melbourne,BMP,,6.4,76.0,1.674285714
1354,University of Melbourne,BMP,,6.75,69.0,1.654285714
1355,University of Melbourne,BMP,,6.96,71.0,1.704285714
1356,University of Melbourne,BMP,,6.96,69.0,1.684285714
1357,University of Melbourne,BMP,,6.93,74.0,1.73
1358,University of Melbourne,BMP,YES,6.9,69.0,1.675714286
1359,University of Melbourne,BMP,,6.75,68.0,1.644285714
1360,University of Melbourne,BMP,,6.74,70.0,1.662857143
1361,University of Melbourne,BMP,YES,6.97,71.0,1.705714286
1362,University of Melbourne,BMP,,6.75,70.0,1.664285714
1363,University of Melbourne,BMP,,6.84,71.0,1.687142857
1364,University of Melbourne,CSP,,6.85,70.0,1.678571429
1365,University of Melbourne,CSP,,6.67,78.0,1.732857143
1366,University of Melbourne,CSP,,7.0,74.0,1.74
1367,University of Melbourne,CSP,,6.98,78.0,1.777142857
1368,University of Melbourne,CSP,,6.49,76.0,1.687142857
1369,University of Melbourne,CSP,YES,6.64,73.0,1.678571429
1370,University of Melbourne,CSP,,6.94,75.0,1.741428571
1371,University of Melbourne,CSP,,7.0,77.0,1.77
1372,University of Melbourne,CSP,,6.91,70.0,1.687142857
1373,University of Melbourne,CSP,YES,6.67,73.0,1.682857143
1374,University of Melbourne,CSP,,6.76,70.0,1.665714286
1375,University of Melbourne,CSP,,6.51,81.0,1.74
1376,University of Melbourne,CSP,,6.93,72.0,1.71
1377,University of Melbourne,CSP,YES,6.32,74.0,1.642857143
1378,University of Melbourne,CSP,,6.81,67.0,1.642857143
1379,University of Melbourne,CSP,,6.96,69.0,1.684285714
1380,University of Melbourne,CSP,,6.38,77.0,1.681428571
1381,University of Melbourne,CSP,,6.71,76.0,1.718571429
1382,University of Melbourne,CSP,,6.6,70.0,1.642857143
1383,University of Melbourne,CSP,,6.39,73.0,1.642857143
1384,University of Melbourne,CSP,,6.58,70.0,1.64
1385,University of Melbourne,CSP,,6.72,71.0,1.67
1387,University of Melbourne,CSP,,6.81,69.0,1.662857143
1388,University of Melbourne,CSP,,6.84,74.0,1.717142857
1389,University of Melbourne,CSP,,7.0,71.0,1.71
1390,University of Melbourne,CSP,,6.97,71.0,1.705714286
1391,University of Melbourne,CSP,,6.75,70.0,1.664285714
1392,University of Melbourne,CSP,,6.94,70.0,1.691428571
1393,University of Melbourne,CSP,,6.89,75.0,1.734285714
1394,University of Melbourne,CSP,,7.0,69.0,1.69
1395,University of Melbourne,CSP,,6.92,72.0,1.708571429
1396,University of Melbourne,CSP,,6.96,70.0,1.694285714
1397,University of Melbourne,CSP,,7.0,71.0,1.71
1398,University of Melbourne,CSP,,6.98,69.0,1.687142857
1399,University of Melbourne,CSP,,6.88,68.0,1.662857143
1400,University of Melbourne,CSP,,6.85,68.0,1.658571429
1401,University of Melbourne,CSP,,6.86,67.0,1.65
1402,University of Melbourne,CSP,,6.95,76.0,1.752857143
1427,University of New England,CSP,,6.0,96.0,1.817142857
1428,University of Notre Dame Fremantle,BMP,,6.81,61.0,1.582857143
1429,University of Notre Dame Fremantle,BMP,,6.75,60.0,1.564285714
1430,University of Notre Dame Fremantle,BMP,,6.5,63.0,1.558571429
1431,University of Notre Dame Fremantle,BMP,,6.32,66.0,1.562857143
1432,University of Notre Dame Fremantle,CSP,,6.04,67.0,1.532857143
1433,University of Notre Dame Fremantle,CSP,,6.78,57.0,1.538571429
1434,University of Notre Dame Fremantle,CSP,,6.85,63.0,1.608571429
1435,University of Notre Dame Fremantle,CSP,,6.5,63.0,1.558571429
1436,University of Notre Dame Fremantle,CSP,YES,6.52,70.0,1.631428571
1437,University of Notre Dame Fremantle,CSP,,6.5,60.0,1.528571429
1438,University of Notre Dame Fremantle,CSP,,6.76,62.0,1.585714286
1439,University of Notre Dame Fremantle,CSP,,6.04,60.0,1.462857143
1440,University of Notre Dame Fremantle,CSP,,6.3,65.0,1.55
1441,University of Notre Dame Fremantle,CSP,,6.2,60.0,1.485714286
1442,University of Notre Dame Fremantle,CSP,,6.0,61.0,1.467142857
1443,University of Notre Dame Fremantle,CSP,YES,6.72,68.0,1.64
1444,University of Notre Dame Fremantle,CSP,YES,6.22,65.0,1.538571429
1455,University of Notre Dame Sydney,BMP,YES,6.11,63.0,1.502857143
1456,University of Notre Dame Sydney,BMP,,6.01,71.0,1.568571429
1457,University of Notre Dame Sydney,BMP,YES,6.8,64.0,1.611428571
1458,University of Notre Dame Sydney,BMP,,6.22,67.0,1.558571429
1459,University of Notre Dame Sydney,BMP,,6.94,69.0,1.681428571
1460,University of Notre Dame Sydney,CSP,,6.38,68.0,1.591428571
1461,University of Notre Dame Sydney,CSP,YES,6.31,65.0,1.551428571
1462,University of Notre Dame Sydney,CSP,,6.12,62.0,1.494285714
1463,University of Notre Dame Sydney,CSP,,6.69,64.0,1.595714286
1464,University of Notre Dame Sydney,CSP,,6.61,72.0,1.664285714
1465,University of Notre Dame Sydney,CSP,,6.79,60.0,1.57
1466,University of Notre Dame Sydney,CSP,YES,6.61,65.0,1.594285714
1467,University of Notre Dame Sydney,CSP,,5.97,69.0,1.542857143
1468,University of Notre Dame Sydney,CSP,,6.61,60.0,1.544285714
1469,University of Notre Dame Sydney,CSP,YES,6.89,60.0,1.584285714
1471,University of Notre Dame Sydney,CSP,,6.88,58.0,1.562857143
1490,University of Queensland,BMP,,6.56,74.0,1.677142857
1491,University of Queensland,BMP,,6.2,73.0,1.615714286
1492,University of Queensland,BMP,,5.21,73.0,1.474285714
1493,University of Queensland,BMP,YES,7.0,75.0,1.75
1494,University of Queensland,BMP,,6.0,73.0,1.587142857
1495,University of Queensland,BMP,,7.0,73.0,1.73
1496,University of Queensland,BMP,,6.55,73.0,1.665714286
1497,University of Queensland,CSP,,6.23,76.0,1.65
1498,University of Queensland,CSP,,6.63,81.0,1.757142857
1504,University of Sydney,CSP,YES,6.42,69.0,1.607142857
1505,University of Sydney,CSP,,6.1,68.0,1.551428571
1506,University of Sydney,CSP,,5.57,72.0,1.515714286
1507,University of Sydney,CSP,,6.97,71.0,1.705714286
1508,University of Sydney,CSP,,5.52,68.0,1.468571429
1509,University of Sydney,CSP,,6.08,77.0,1.638571429
1510,University of Sydney,CSP,,6.83,75.0,1.725714286
1511,University of Sydney,CSP,YES,6.72,68.0,1.64
1512,University of Sydney,CSP,,5.95,68.0,1.53
1513,University of Sydney,CSP,,5.87,76.0,1.598571429
1514,University of Sydney,CSP,YES,6.63,81.0,1.757142857
1515,University of Sydney,CSP,,7.0,73.0,1.73
1516,University of Sydney,CSP,,6.0,72.0,1.577142857
1517,University of Sydney,CSP,,6.82,70.0,1.674285714
1518,University of Sydney,CSP,,6.02,70.0,1.56
1519,University of Sydney,CSP,,5.6,71.0,1.51
1520,University of Sydney,CSP,,5.21,69.0,1.434285714
1521,University of Sydney,CSP,,6.75,76.0,1.724285714
1522,University of Sydney,CSP,,6.4,76.0,1.674285714
1523,University of Sydney,CSP,,6.4,70.0,1.614285714
1524,University of Sydney,CSP,,6.98,70.0,1.697142857
1525,University of Sydney,CSP,,5.21,71.0,1.454285714
1526,University of Sydney,CSP,,5.8,76.0,1.588571429
1527,University of Sydney,CSP,,5.0,73.0,1.444285714
1528,University of Sydney,CSP,,6.83,69.0,1.665714286
1529,University of Sydney,CSP,,6.76,75.0,1.715714286
1530,University of Sydney,CSP,,6.0,77.0,1.627142857
1531,University of Sydney,CSP,,6.0,75.0,1.607142857
1532,University of Sydney,CSP,,5.64,85.0,1.655714286
1533,University of Sydney,CSP,,5.6,68.0,1.48
1534,University of Sydney,CSP,,6.85,68.0,1.658571429
1535,University of Sydney,CSP,,7.0,84.0,1.84
1536,University of Sydney,CSP,,5.7,72.0,1.534285714
1537,University of Sydney,CSP,,6.5,72.0,1.648571429
1538,University of Sydney,CSP,YES,5.96,68.0,1.531428571
1539,University of Sydney,CSP,,5.62,70.0,1.502857143
1540,University of Sydney,CSP,,6.47,80.0,1.724285714
1541,University of Sydney,CSP,,5.86,72.0,1.557142857
1571,University of Western Australia,BMP,,6.29,72.0,1.618571429
1572,University of Western Australia,BMP,YES,6.56,69.0,1.627142857
1573,University of Western Australia,BMP,,6.92,67.0,1.658571429
1574,University of Western Australia,BMP,,6.7,68.0,1.637142857
1575,University of Western Australia,BMP,,6.67,68.0,1.632857143
1576,University of Western Australia,BMP,,6.98,67.0,1.667142857
1577,University of Western Australia,BMP,,6.81,66.0,1.632857143
1578,University of Western Australia,BMP,,6.81,68.0,1.652857143
1579,University of Western Australia,BMP,,6.42,70.0,1.617142857
1580,University of Western Australia,BMP,,6.95,70.0,1.692857143
1581,University of Western Australia,BMP,,6.79,65.0,1.62
1582,University of Western Australia,CSP,,6.7,68.0,1.637142857
1583,University of Western Australia,CSP,,6.96,63.0,1.624285714
1584,University of Western Australia,CSP,,7.0,67.0,1.67
1585,University of Western Australia,CSP,,6.7,68.0,1.637142857
1586,University of Western Australia,CSP,,7.0,70.0,1.7
1587,University of Western Australia,CSP,,6.94,74.0,1.731428571
1588,University of Western Australia,CSP,,6.96,68.0,1.674285714
1589,University of Western Australia,CSP,,6.69,68.0,1.635714286
1590,University of Western Australia,CSP,,6.98,75.0,1.747142857
1600,University of Wollongong,CSP,,6.86,60.0,1.58
1601,University of Wollongong,CSP,,6.18,61.0,1.492857143
1602,University of Wollongong,CSP,,6.5,55.0,1.478571429
1603,University of Wollongong,CSP,YES,6.8,65.0,1.621428571
1604,University of Wollongong,CSP,,6.5,55.0,1.478571429
1605,University of Wollongong,CSP,,6.5,55.0,1.478571429
1634,Australian National University,CSP,Honours,6.68,66.0,1.614285714
1635,Australian National University,CSP,Honours,6.7,66.0,1.617142857
1636,Australian National University,CSP,Honours,6.8,66.0,1.631428571
1637,Australian National University,CSP,Honours,6.98,66.0,1.657142857
1638,Australian National University,CSP,,6.25,66.0,1.552857142
1639,Australian National University,CSP,,6.31,68.0,1.581428571
1640,Australian National University,CSP,,6.38,68.0,1.591428571
1641,Australian National University,CSP,,6.79,64.0,1.61
1642,Australian National University,CSP,,6.6,68.0,1.622857142
1643,Australian National University,CSP,,6.83,65.0,1.625714285
1644,Australian National University,CSP,,6.7,67.0,1.627142857
1645,Australian National University,CSP,,6.7,69.0,1.647142857
1646,Australian National University,CSP,,6.96,69.0,1.684285714
1647,Australian National University,CSP,,6.96,69.0,1.684285714
1650,Australian National University,CSP,PhD,6.75,62.0,1.584285714
1651,Australian National University,CSP,PhD,7.0,66.0,1.66
1656,Deakin University,BMP,Masters (coursework),6.62,64.0,1.585714285
1657,Deakin University,BMP,,6.8,61.0,1.581428571
1658,Deakin University,BMP,,6.77,62.0,1.587142857
1659,Deakin University,BMP,,6.81,66.0,1.632857142
1660,Deakin University,CSP,Honours,6.41,69.0,1.605714285
1661,Deakin University,CSP,Honours,6.67,67.0,1.622857142
1662,Deakin University,CSP,Masters (coursework),6.96,67.0,1.664285714
1663,Deakin University,CSP,,6.55,63.0,1.565714285
1664,Deakin University,CSP,,6.99,58.0,1.578571428
1665,Deakin University,CSP,,6.75,62.0,1.584285714
1666,Deakin University,CSP,,6.66,65.0,1.601428571
1667,Deakin University,CSP,,6.82,64.0,1.614285714
1668,Deakin University,CSP,,6.96,63.0,1.624285714
