,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
490,Non-Rural,67,75,73,The University of Notre Dame Fremantle,6.691,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
491,Non-Rural,68,70,71,Griffith University,6.86,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
492,Non-Rural,72,72,69,The University of Melbourne,6.95,,,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,Yes,0.0,0.0,0.0,0
493,Non-Rural,73,70,78,The University of Notre Dame Sydney,6.78,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
494,Non-Rural,67,61,67,The University of Queensland (RMP/DDMP),7,The University of Wollongong,7,The University of Melbourne,7,,,0.0,,0.0,,0.0,,4th,0,0.0,Yes,0.0,Tier 3,Toowoomba,4
495,Rural,64,66,66,Australian National University,6.67,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
496,Rural,66,73,54,The University of Melbourne,6.181,,,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
497,Non-Rural,67,68,72,The University of Queensland (RMP/DDMP),7,,,,,,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,Tier 3,Toowoomba,0
498,Non-Rural,67,84,66,The University of Notre Dame Sydney,6.844,,,,,,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
499,No   ural,61,66,66,,,The University of Queensland (Greater Brisbane),65,,,,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
500,Rural,50,58,60,Australian National University,6.37,,,,,,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
501,Non-Rural,63,61,74,Griffith University,6.95,The University of Melbourne,6.93.,Deakin University,6.95,Australian National University,6.95,0.0,,0.0,,0.0,,Ast,0,Did not apply,No,0.0,0.0,0.0,0
502,Non-Rural,67,66,69,The University of Notre Dame Fremantle,6.665,The University of Notre Dame Sydney,6.665,,,,,0.0,,0.0,,0.0,,3rd,0,0.0,0.0,0.0,0.0,0.0,0
503,Non-Rural,56,71,55,The University of Wollongong,6.583,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Ath,0,0.0,0.0,0.0,0.0,0.0,4
504,Non-Rural,63,76,57,The University of Notre Dame Sydney,6.743,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
505,Non-Rural,54,64,75,The University of Western Australia,6.9,Deakin University,6.9,The University of Notre Dame Sydney,6.9,,,,,,,0.0,,2nd,2,Did not apply,0.0,0.0,0.0,0.0,0
506,Non-Rural,69,66,67,The University of Notre Dame Sydney,6.87,The University of Wollongong,6.87,,,,,,,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,1
507,Rural,61,58,1,Deakin University,7,,,,,,,,,,,0.0,,0.0,8,Tier 2,0.0,0.0,0.0,0.0,0
508,Non-Rural,62,68,86,The University of Western Australia,65,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
509,Non-Rural,59,67,68,The University of Notre Dame Fremantle,6.582,The University of Notre Dame Sydney,6.582,Australian National University,6.582,The University of Queensland (Greater Brisbane),6.455,Griffith University,6.455,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
510,Rural,64,61,52,Griffith University,6.69,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0
511,Non-Rural,65,64,76,The University of Western Australia,6.735,The University of Melbourne,6.757,Deakin University,6.735,Australian National University,6.735,,,,,0.0,,2nd,2,Did not apply,No,0.0,0.0,0.0,0
512,Non-Rural,59,71,67,The University of Notre Dame Sydney,6.917,,,,,,,,,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
513,No   ural,60,66,74,The University of Notre Dame Fremantle,6.648,The University of Melbourne,6.622,The University of Western Australia,6.648,,,,,,,0.0,,4th,0,0.0,No,0.0,0.0,0.0,0
514,Non-Rural,63,59,67,The University of Western Australia,6.979,,,,,,,,,,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
515,Non-Rural,59,67,76,The University of Queensland (RMP/DDMP),6.77,,,,,,,,,,,0.0,,0.0,0,0.0,0.0,0.0,Tier 3,Rockhampton,0
516,Non-Rural,61,60,63,,,The University of Melbourne,6.967,Deakin University,6.972,Griffith University,6.944,The University of Western Australia,6.944,Australian National University,6.972,0.0,,0.0,6,Did not apply,No,0.0,0.0,0.0,0
517,Rural,57,56,64,Australian National University,6.9,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,41st,0,0.0,0.0,0.0,0.0,0.0,0
518,Non-Rural,80,71,82,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
519,Non-Rural,62,78,63,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,No,0.0,0.0,0.0,0
520,Non-Rural,64,70,71,The University of Notre Dame Sydney,6.85,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4th,0,0.0,0.0,0.0,0.0,0.0,0
521,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2nd,0,0.0,0.0,0.0,0.0,0.0,0
