,rurality,s1 score,s2 score,s3 score,deakin bonus,anu bonus,mq bonus,notes,interview?,interview uni,interview uni gpa,interview uni gamsat,pref 1 uni,pref 1 gpa,pref 1 gamsat,pref 2 uni,pref 2 gpa,pref 2 gamsat,pref 3 uni,pref 3 gpa,pref 3 gamsat,pref 4 uni,pref 4 gpa,pref 4 gamsat,pref 5 uni,pref 5 gpa,pref 5 gamsat,pref 6 uni,pref 6 gpa,pref 6 gamsat,year,uq tier,casper quartile,deakin tier,unimelb gam,undf bonuses,unds bonuses,uow bonuses
1177,Rural,61,55,51,0,0,0,"
",,Australian National University,6.134,54.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1178,Non-Rural,69,72,77,0,0,0,"
",,The University of Western Australia,6.5,73.75,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1179,Non-Rural,64,74,60,0,0,0,"
",,The University of Queensland (Metro),7.0,66.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1180,Rural,59,60,84,0,0,0,"
",,The University of Melbourne,6.55,67.67,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1181,Non-Rural,65,71,64,0,0,0,"
",,The University of Wollongong,6.698,66.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,2.0
1182,Non-Rural,58,69,83,0,0,0,"
",,The University of Melbourne,6.9,70.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1183,Non-Rural,56,78,70,0,0,0,"did very well in casper imo
",,The University of Notre Dame Sydney,6.33,68.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1184,Non-Rural,63,80,56,0,0,0,"
",,The University of Notre Dame Fremantle,6.6,66.33,,,,,,,,,,,,,,,,,,,2024,,3rd,,,WA Res,,0.0
1185,Non-Rural,67,72,77,0,0,0,"
",,The University of Western Australia,6.521,73.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1186,Non-Rural,63,62,70,0,0,0,"first-class standalone honours
",,The University of Queensland (RMP),7.0,65.0,The University of Wollongong,6.631,66.25,The University of Notre Dame Fremantle,6.631,65.0,,,,,,,,,,,,,2024,Tier 3,2nd,,,,,1.0
1187,Non-Rural,60,60,83,0,0,0,"
",,The University of Notre Dame Sydney,6.501,67.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1188,Non-Rural,63,86,71,0,0,0,"
",,The University of Melbourne,6.95,73.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1189,Non-Rural,57,71,64,0,0,0,"received an email from melbourne asking for information about my phd so i could be considered for interview re-ranking.
",,The University of Queensland (Metro),7.0,64.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1190,Non-Rural,60,60,66,2,2,0,"
",,,,,The University of Wollongong,6.208,63.0,The University of Notre Dame Sydney,6.208,62.0,The University of Queensland (RMP),7.0,62.0,Australian National University,6.208,63.0,Deakin University,6.198,63.0,Macquarie University,6.177,63.0,2024,Tier 3,4th,Did not apply,,,,1.0
1191,Non-Rural,73,78,69,0,0,0,"
",,The University of Melbourne,6.886,73.33,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1192,Non-Rural,60,72,57,0,0,0,"
",,,,,The University of Wollongong,6.881,61.5,Macquarie University,6.881,61.5,The University of Notre Dame Sydney,6.881,63.0,Australian National University,6.881,61.5,,,,,,,2024,,4th,,,,,1.0
1193,Non-Rural,78,69,84,0,0,0,"
",,Australian National University,6.885,78.75,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1194,Non-Rural,65,63,63,0,0,0,"
",,The University of Queensland (RMP),7.0,63.67,,,,,,,,,,,,,,,,,,,2024,Tier 3,4th,,,,,0.0
1195,Rural,62,73,58,0,0,0,"
",,Australian National University,5.676,62.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1196,Non-Rural,63,72,81,0,0,0,"
",,The University of Melbourne,6.858,72.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1197,Non-Rural,61,64,87,0,0,0,"no
",,The University of Melbourne,6.9,70.67,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1198,Non-Rural,71,70,68,0,0,0,"
",,The University of Queensland (Metro),6.589,69.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1199,Non-Rural,61,78,64,0,0,0,"
",,,,,The University of Notre Dame Sydney,6.58,67.67,Australian National University,6.58,66.75,The University of Wollongong,6.58,66.75,The University of Melbourne,6.525,67.67,,,,,,,2024,,2nd,,No,,,0.0
1200,Rural,61,71,62,0,0,0,"
",,The University of Melbourne,5.867,64.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1201,Non-Rural,70,62,74,0,0,0,"
",,The University of Western Australia,6.896,70.0,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1202,Non-Rural,73,79,74,0,0,0,"
",,The University of Melbourne,6.4,75.33,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1203,Non-Rural,63,75,73,2,0,0,"
",,Deakin University,6.735,71.0,The University of Melbourne,6.682,70.33,,,,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1204,Non-Rural,60,65,67,0,0,0,"
",,The University of Western Australia,6.818,64.75,The University of Notre Dame Sydney,6.74,64.0,Australian National University,6.74,64.75,The University of Notre Dame Fremantle,6.74,64.0,Griffith University,6.74,64.75,Macquarie University,6.74,64.75,,,,2024,,2nd,,,,,0.0
1205,Non-Rural,61,54,74,0,0,0,"
",,,,,The University of Melbourne,6.9,63.0,,,,,,,,,,,,,,,,2024,,2nd,,Yes,,,0.0
1206,Non-Rural,56,79,80,0,0,0,"
",,The University of Melbourne,6.921,71.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1207,Non-Rural,71,80,92,0,0,0,"
",,The University of Queensland (Metro),6.975,81.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1208,Non-Rural,59,66,84,0,0,0,"
",,The University of Melbourne,7.0,69.67,,,,,,,,,,,,,,,,,,,2024,,3rd,,No,,,0.0
1209,Non-Rural,54,79,65,0,2,0,"
",,,,,The University of Melbourne,6.771,66.0,Deakin University,6.958,65.75,The University of Notre Dame Sydney,6.917,66.0,The University of Queensland (Metro),6.6,66.0,Griffith University,6.542,65.75,Australian National University,6.917,65.75,2024,,2nd,Did not apply,Yes,,,0.0
1210,Non-Rural,63,63,70,0,0,0,"
",,The University of Western Australia,7.0,66.5,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1211,Non-Rural,59,83,76,0,0,0,"non wa resident
",,The University of Western Australia,6.708,73.5,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1212,Non-Rural,63,70,72,0,0,0,"
",,Macquarie University,6.45,69.25,The University of Wollongong,6.45,69.25,The University of Notre Dame Fremantle,6.45,68.33,The University of Notre Dame Sydney,6.45,68.33,Australian National University,6.45,69.25,Griffith University,6.45,69.25,,,,2024,,2nd,,,,,1.0
1213,Non-Rural,61,76,68,0,2,0,"
",,,,,The University of Melbourne,6.443,68.33,Australian National University,6.625,68.25,Deakin University,6.813,68.25,The University of Western Australia,6.556,68.25,The University of Queensland (Metro),6.474,68.33,Griffith University,6.375,68.25,2024,,,Did not apply,No,,,0.0
1214,Non-Rural,62,61,82,0,0,0,"
",,The University of Queensland (Metro),6.938,68.33,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1215,Non-Rural,68,76,59,0,0,0,"
",,The University of Queensland (RMP),7.0,67.67,The University of Wollongong,6.594,65.5,,,,,,,,,,,,,,,,2024,Tier 3,4th,,,,,1.0
1216,Non-Rural,62,63,77,0,0,0,"
",,The University of Queensland (RMP),6.789,67.33,The University of Melbourne,6.746,67.33,The University of Notre Dame Sydney,6.774,67.33,,,,,,,,,,,,,2024,Tier 3,2nd,,No,,,0.0
1217,Rural,67,78,57,0,0,0,"
",,The University of Notre Dame Sydney,5.29,67.33,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1218,Non-Rural,67,70,67,0,0,0,"
",,The University of Notre Dame Sydney,6.8,68.0,The University of Melbourne,6.799,68.0,,,,,,,,,,,,,,,,2024,,3rd,,No,,,0.0
1219,Non-Rural,68,71,68,0,0,0,"
",,The University of Melbourne,7.0,69.0,,,,,,,,,,,,,,,,,,,2024,,4th,,Yes,,,0.0
1220,Non-Rural,80,65,59,4,0,0,"
",,,,,The University of Wollongong,6.313,65.75,Deakin University,6.313,65.75,The University of Notre Dame Sydney,6.313,68.0,,,,,,,,,,2024,,4th,Did not apply,,,,2.0
1221,Non-Rural,71,69,76,0,0,0,"
",,The University of Queensland (Metro),7.0,72.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1222,Non-Rural,68,73,54,0,0,0,"
",,The University of Notre Dame Fremantle,6.677,65.0,,,,,,,,,,,,,,,,,,,2024,,3rd,,,WA Res,,0.0
1223,Non-Rural,60,68,66,2,0,0,"
",,,,,The University of Queensland (Metro),6.789,64.67,The University of Melbourne,6.804,64.67,Griffith University,6.799,65.0,The University of Notre Dame Sydney,6.799,64.67,Deakin University,6.799,65.0,The University of Wollongong,6.799,65.0,2024,,2nd,Did not apply,Yes,,,0.0
1224,Rural,60,55,66,0,0,0,"
",,The University of Melbourne,7.0,60.33,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1225,Non-Rural,70,72,70,0,0,0,"
",,The University of Melbourne,6.775,70.67,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1226,Non-Rural,63,78,76,0,0,0,"
",,The University of Melbourne,6.938,72.33,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1227,Non-Rural,55,68,74,0,0,0,"
",,The University of Queensland (RMP),7.0,65.67,,,,,,,,,,,,,,,,,,,2024,Tier 3,,,,,,0.0
1228,Non-Rural,65,66,70,0,0,0,"
",,The University of Notre Dame Fremantle,6.443,67.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1229,Non-Rural,68,77,66,0,0,0,"
",,The University of Melbourne,6.9,70.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1230,Non-Rural,57,56,65,0,0,0,"i am just as surprised as you are. if accepted, it will likely be ffp
",,The University of Melbourne,6.021,59.33,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1231,Non-Rural,63,80,65,4,0,0,"
",,The University of Queensland (Metro),7.0,69.33,The University of Notre Dame Sydney,6.257,69.33,,,,The University of Wollongong,6.257,68.25,Deakin University,6.628,68.25,The University of Notre Dame Fremantle,6.257,69.33,The University of Western Australia,6.365,68.25,2024,,4th,Did not apply,,,,1.0
1232,Non-Rural,77,68,84,0,0,0,"
",,Griffith University,6.23,78.25,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1233,Rural,59,58,69,0,0,0,"
",,The University of Notre Dame Sydney,6.219,62.0,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1234,Rural,60,70,63,0,0,0,"
",,The University of Queensland (Metro),6.8,64.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1235,Non-Rural,60,65,63,0,0,0,"
",,The University of Wollongong,6.69,62.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,2.0
1236,Non-Rural,68,61,74,0,2,0,"
",,,,,The University of Queensland (Metro),6.3,67.67,Griffith University,6.3,69.25,The University of Melbourne,6.3,67.67,Deakin University,6.3,69.25,The University of Western Australia,6.3,69.25,Australian National University,6.3,69.25,2024,,,Did not apply,No,,,0.0
1237,Non-Rural,60,65,64,8,0,0,"first class honours, 2% anu bonus
",,The University of Queensland (Metro),7.0,63.0,Deakin University,6.656,63.25,,,,,,,,,,,,,,,,2024,,3rd,Did not apply,,,,0.0
1238,Non-Rural,64,78,69,0,0,0,"
",,The University of Melbourne,6.88,70.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1239,Non-Rural,62,70,90,0,0,0,"
",,The University of Melbourne,6.73,74.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1240,Rural,67,73,62,0,0,0,"
",,Griffith University,7.0,66.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1241,Non-Rural,59,76,52,0,0,0,"i did the und graduate diploma of health and medical sciences. (received 6hds, 2ds)
",,The University of Notre Dame Sydney,6.854,62.33,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1242,Non-Rural,60,73,67,0,0,0,"
",,The University of Melbourne,7.0,66.67,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1243,Non-Rural,61,67,80,0,0,0,"
",,The University of Melbourne,6.808,69.33,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1244,Non-Rural,66,81,62,0,0,0,"
",,The University of Notre Dame Sydney,6.71,69.67,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,0.0
1245,Non-Rural,65,67,73,0,0,0,"
",,The University of Notre Dame Sydney,6.84,68.33,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,0.0
1246,Non-Rural,65,74,79,0,0,0,"
",,The University of Queensland (Metro),7.0,72.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1247,Non-Rural,65,67,75,0,0,0,"
",,Deakin University,6.979,70.5,,,,,,,,,,,,,,,,,,,2024,,,Did not apply,,,,0.0
1248,Non-Rural,66,67,70,0,0,0,"phd
",,The University of Western Australia,7.0,68.25,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,0.0
1249,Non-Rural,64,69,62,0,0,0,"
",,The University of Western Australia,6.927,64.25,Australian National University,6.932,64.25,Griffith University,6.927,64.25,,,,,,,,,,,,,2024,,,,,,,0.0
1250,Non-Rural,59,57,65,0,0,0,"
",,,,,The University of Wollongong,6.4,61.5,The University of Notre Dame Sydney,6.4,60.33,Australian National University,6.4,61.5,Macquarie University,6.4,61.5,Deakin University,6.5,61.5,,,,2024,,4th,Did not apply,,,,2.0
1251,Non-Rural,65,56,86,0,0,0,"
",,The University of Notre Dame Sydney,6.9,69.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1252,Rural,63,68,78,0,0,0,"mm7 rural
",,The University of Melbourne,5.85,69.67,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1253,Non-Rural,73,72,74,0,0,0,"
",,The University of Melbourne,6.79,73.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1254,Non-Rural,59,60,53,0,0,0,"i did the graduate diploma in health and medical science and made deen's list with gives you an interview.
",,The University of Notre Dame Sydney,6.3,57.33,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1255,Non-Rural,71,81,100,0,0,0,"
",,The University of Melbourne,6.3,84.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1256,Rural,58,58,60,0,0,0,"
",,The University of Queensland (RMP),6.719,58.67,,,,,,,,,,,,,,,,,,,2024,Tier 1 (CQ/WB),,,,,,0.0
1257,Non-Rural,61,79,69,0,0,0,"
",,The University of Western Australia,6.979,69.5,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1258,Non-Rural,62,78,86,0,0,0,"
",,The University of Melbourne,6.83,75.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1259,Non-Rural,55,50,91,0,0,0,"
",,Australian National University,6.97,71.75,The University of Melbourne,6.97,65.33,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1260,Non-Rural,61,66,62,0,0,0,"
",,The University of Notre Dame Sydney,7.0,63.0,The University of Wollongong,7.0,62.75,,,,,,,,,,,,,,,,2024,,4th,,,,,1.0
1261,Non-Rural,57,56,58,0,0,0,"
",,,,,The University of Notre Dame Fremantle,6.92,57.0,The University of Western Australia,6.89,57.25,,,,,,,,,,,,,2024,,3rd,,,WA Res,,0.0
1262,Non-Rural,71,90,77,0,0,0,"
",,The University of Melbourne,6.84,79.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1263,Non-Rural,60,74,72,0,0,0,"
",,The University of Melbourne,6.97,68.67,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1264,Non-Rural,64,71,77,0,0,0,"
",,The University of Melbourne,6.854,70.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1265,Non-Rural,64,67,58,0,0,0,"no
",,,,,The University of Wollongong,6.54,61.75,The University of Notre Dame Sydney,6.5,63.0,,,,,,,,,,,,,2024,,2nd,,,,,3.0
1266,Non-Rural,67,65,81,0,0,0,"1st class honours
",,The University of Queensland (RMP),7.0,71.0,,,,,,,,,,,,,,,,,,,2024,Tier 3,1st,,,,,0.0
1267,Non-Rural,70,55,68,0,0,0,"
",,,,,The University of Queensland (Metro),7.0,64.33,Griffith University,6.4,65.25,,,,,,,,,,,,,2024,,,,,,,0.0
1268,Non-Rural,63,72,71,0,0,0,"
",,The University of Western Australia,6.83,69.25,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1269,Non-Rural,64,64,69,0,0,0,"n/a
",,The University of Notre Dame Sydney,6.823,65.67,The University of Melbourne,6.788,65.67,Deakin University,6.823,66.5,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1270,Non-Rural,61,75,69,0,0,0,"
",,The University of Queensland (Metro),6.868,68.33,The University of Notre Dame Sydney,6.948,68.33,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1271,Non-Rural,58,65,66,0,0,0,"
",,The University of Notre Dame Fremantle,6.97,63.0,The University of Wollongong,6.97,63.75,The University of Notre Dame Sydney,6.97,63.0,,,,,,,,,,,,,2024,,3rd,,,,,1.0
1272,Non-Rural,59,77,66,0,0,0,"
",,The University of Notre Dame Sydney,6.76,67.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1273,Non-Rural,69,69,65,0,0,0,"gam, centrelink, family circumstances first year, currently completing honours
",,,,,The University of Melbourne,6.55,67.67,Deakin University,6.823,67.0,The University of Queensland (RMP),6.323,67.67,Griffith University,6.438,67.0,Australian National University,6.771,67.0,The University of Wollongong,6.771,67.0,2024,Tier 3,4th,Did not apply,Yes,,,0.0
1274,Non-Rural,53,78,69,0,0,0,"
",,,,,The University of Wollongong,6.542,67.25,The University of Notre Dame Sydney,6.542,66.67,Griffith University,6.646,67.25,The University of Melbourne,6.575,66.67,The University of Queensland (Metro),6.738,66.67,Macquarie University,6.542,67.25,2024,,4th,,No,,,1.0
1275,Non-Rural,61,68,63,0,0,0,"
",,The University of Notre Dame Sydney,6.902,64.0,The University of Melbourne,6.882,64.0,The University of Queensland (Metro),6.78,64.0,Deakin University,6.902,63.75,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1276,Non-Rural,72,71,59,0,0,0,"
",,The University of Notre Dame Fremantle,6.724,67.33,The University of Wollongong,6.903,65.25,,,,,,,,,,,,,,,,2024,,3rd,,,,,2.0
1277,Non-Rural,57,60,80,0,0,0,"
",,The University of Western Australia,6.904,69.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1278,Non-Rural,64,78,81,0,0,0,"
",,The University of Notre Dame Sydney,6.188,74.33,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1279,Rural,63,64,56,0,0,0,"strong gam. first gemsas application
",,The University of Melbourne,6.775,61.0,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1280,Non-Rural,68,75,63,2,0,0,"
",,,,,The University of Wollongong,6.108,67.25,Griffith University,6.108,67.25,The University of Notre Dame Fremantle,6.108,68.67,The University of Notre Dame Sydney,6.108,68.67,The University of Melbourne,6.108,68.67,Deakin University,6.108,67.25,2024,,3rd,Did not apply,No,HDR,HDR,2.0
1281,Rural,69,72,64,0,0,0,"
",,The University of Melbourne,6.281,68.33,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1282,Non-Rural,51,53,54,0,0,0,"
",,,,,The University of Wollongong,6.515,53.0,The University of Notre Dame Sydney,6.515,52.67,Australian National University,6.515,53.0,The University of Queensland (Metro),6.293,52.67,Griffith University,6.339,53.0,The University of Melbourne,6.45,52.67,2024,,3rd,,No,,,2.0
1283,Rural,54,51,63,12,0,0,"
",,The University of Melbourne,5.342,56.0,Deakin University,6.046,57.75,,,,,,,,,,,,,,,,2024,,1st,Tier 3,No,,,0.0
1284,Rural,66,72,65,0,0,0,"
",,The University of Melbourne,6.573,67.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1285,Non-Rural,61,65,68,8,0,0,"
",,Deakin University,6.8,65.5,,,,,,,,,,,,,,,,,,,2024,,,Did not apply,,,,0.0
1286,Non-Rural,55,64,88,0,0,0,"
",,The University of Melbourne,7.0,69.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1287,Non-Rural,73,58,84,0,0,0,"
",,The University of Western Australia,6.833,74.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1288,Non-Rural,62,83,69,0,0,0,"
",,The University of Queensland (Metro),6.65,71.33,The University of Melbourne,6.62,71.33,Deakin University,6.65,70.75,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1289,Rural,61,63,62,0,0,0,"mmm5
",,The University of Western Australia,6.3,62.0,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,0.0
1290,Non-Rural,61,76,64,0,0,0,"
",,The University of Queensland (Metro),6.9,67.0,The University of Melbourne,6.63,67.0,Deakin University,6.7,66.25,The University of Notre Dame Sydney,6.7,67.0,,,,,,,,,,2024,,3rd,Did not apply,Yes,,,0.0
1291,Non-Rural,64,76,53,0,0,0,"
",,The University of Wollongong,6.073,61.5,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,3.0
1292,Non-Rural,57,71,65,0,0,0,"
",,Macquarie University,6.8,64.5,The University of Wollongong,6.8,64.5,,,,,,,,,,,,,,,,2024,,2nd,,,,,1.0
1293,Rural,59,61,68,0,0,0,"rural mm5, wa bonus
",,The University of Notre Dame Fremantle,6.357,62.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1294,Non-Rural,54,70,60,0,0,0,"
",,The University of Notre Dame Fremantle,6.61,61.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1295,Non-Rural,70,73,75,0,0,0,"
",,The University of Western Australia,7.0,73.25,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1296,Rural,60,64,62,0,0,0,"
",,The University of Queensland (RMP),6.45,62.0,,,,,,,,,,,,,,,,,,,2024,Tier 1 (CQ/WB),,,,,,0.0
1297,Non-Rural,62,84,69,0,2,0,"
",,Australian National University,6.917,71.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1298,Non-Rural,64,81,71,0,0,0,"
",,Australian National University,6.885,71.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1299,Non-Rural,74,71,80,0,0,0,"
",,The University of Melbourne,6.425,75.0,,,,,,,,,,,,,,,,,,,2024,,4th,,Yes,,,0.0
1300,Rural,63,65,58,0,0,0,"
",,The University of Queensland (RMP),5.29,62.0,,,,,,,,,,,,,,,,,,,2024,Tier 1 (CQ/WB),,,,,,0.0
1301,Non-Rural,66,78,94,0,0,0,"
",,The University of Queensland (Metro),7.0,79.33,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1302,Non-Rural,62,69,74,0,0,0,"
",,The University of Notre Dame Sydney,6.82,68.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1303,Non-Rural,57,61,77,6,0,0,"
",,Deakin University,6.85,68.0,The University of Melbourne,6.85,65.0,Australian National University,6.85,68.0,The University of Notre Dame Sydney,6.85,65.0,,,,,,,,,,2024,,3rd,Did not apply,No,,,0.0
1304,Non-Rural,66,59,71,0,0,0,"
",,The University of Notre Dame Sydney,7.0,65.33,The University of Melbourne,7.0,65.33,Deakin University,7.0,66.75,,,,,,,,,,,,,2024,,3rd,Did not apply,Yes,,,0.0
1305,Non-Rural,70,85,78,0,0,0,"
",,The University of Melbourne,6.81,77.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1306,Non-Rural,65,72,65,0,0,0,"
",,The University of Notre Dame Fremantle,6.385,67.33,The University of Wollongong,6.385,66.75,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,2.0
1307,Non-Rural,61,69,58,0,0,0,"
",,The University of Notre Dame Fremantle,6.906,62.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1308,Non-Rural,58,82,51,6,0,0,"
",,Deakin University,6.979,60.5,,,,,,,,,,,,,,,,,,,2024,,4th,Did not apply,,,,0.0
1309,Non-Rural,60,64,82,2,0,0,"
",,Deakin University,6.824,72.0,The University of Melbourne,6.688,68.67,,,,,,,,,,,,,,,,2024,,,Did not apply,No,,,0.0
1310,Non-Rural,77,65,73,0,0,0,"
",,The University of Queensland (Metro),6.958,71.67,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1311,Rural,60,63,53,0,0,0,"technically i believe i have under the required gpa? floating around a 4.8 ish
",,The University of Melbourne,5.0,58.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1312,Non-Rural,63,72,58,0,0,0,"
",,The University of Wollongong,6.33,62.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,4.0
1313,Non-Rural,67,62,100,0,0,0,"
",,The University of Melbourne,7.0,76.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1314,Non-Rural,59,68,71,0,0,0,"have wa bonus for undf
",,The University of Western Australia,6.699,67.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1315,Non-Rural,67,67,88,0,0,0,"
",,The University of Melbourne,6.629,74.0,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1316,Non-Rural,66,56,95,0,0,0,"
",,The University of Melbourne,6.632,72.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1317,Non-Rural,53,71,77,0,0,0,"
",,The University of Queensland (Metro),6.917,67.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1318,Non-Rural,65,64,75,0,0,0,"
",,,,,The University of Wollongong,6.238,69.75,The University of Queensland (RMP),6.238,68.0,Griffith University,6.238,69.75,The University of Notre Dame Sydney,6.238,68.0,The University of Melbourne,6.238,68.0,Deakin University,5.875,69.75,2024,Tier 3,3rd,Did not apply,No,,,2.0
1319,Non-Rural,63,70,67,0,0,0,"
",,The University of Notre Dame Fremantle,6.695,66.67,The University of Queensland (Metro),6.619,66.67,Griffith University,6.643,66.75,The University of Notre Dame Sydney,6.695,66.67,The University of Melbourne,6.651,66.67,,,,,,,2024,,3rd,,No,,,0.0
1320,Non-Rural,59,73,69,0,0,0,"
",,The University of Notre Dame Sydney,6.979,67.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1321,Non-Rural,53,55,70,0,0,0,"
",,,,,The University of Wollongong,6.67,62.0,,,,,,,,,,,,,,,,2024,,2nd,,,,,2.0
1322,Non-Rural,62,70,67,0,0,0,"
",,The University of Notre Dame Fremantle,7.0,66.33,,,,,,,,,,,,,,,,,,,2024,,3rd,,,WA Res,,0.0
1323,Non-Rural,65,72,61,6,0,0,"
",,Deakin University,6.76,64.75,,,,,,,,,,,,,,,,,,,2024,,3rd,Did not apply,,,,0.0
1324,Non-Rural,56,64,68,0,0,0,"
",,The University of Western Australia,6.9,64.0,The University of Wollongong,6.9,64.0,The University of Notre Dame Fremantle,6.9,62.67,,,,The University of Notre Dame Sydney,6.9,62.67,Australian National University,6.9,64.0,The University of Queensland (Metro),6.9,62.67,2024,,3rd,,,,,1.0
